forward rms,forward and backward rms,curvature sum,gaps amount
0.32247014489929143,0.18471621783497316,9.588129656014097,1
0.3260890275600982,0.17303145551887084,33.51339799822161,1
1.2863391866897136,0.6636740126314393,12.56507711356748,1
0.3353159841211637,0.3056579469338849,6.85814611510291,1
0.5633835277577804,0.3301123345922176,23.411261058513418,1
0.84026928922684,0.5994173215835792,4.971627698931114,1
0.7658848169471999,0.5520892372925833,9.285863592840702,1
0.4416575624924581,0.35881992896217013,6.963997041898385,1
0.615518834606626,0.3526127192389426,6.889088394490744,1
0.3912430941185665,0.2757617805002694,3.7507230847924786,1
0.9650944463932689,0.9300314854999162,6.310546721715696,2
0.9177430742119197,0.7482819348471751,3.267629536885265,2
0.8690565817215614,0.7185505273334529,7.795680360735124,2
0.6059324828981517,0.4148691492742601,12.378400912011218,2
0.5603523053460668,0.4119679609616857,16.086269983006435,2
0.5856404038759141,0.41341419216436853,5.612945346311879,2
1.021126857098171,0.8183426574269894,5.508977692877842,2
0.8605160544440609,0.6069552790768016,19.757478910066446,2
1.2897750231954188,0.7196455967246,4.332579065803131,2
1.424871361486608,0.9925866235369895,7.540293717997624,2
1.2577349594357599,0.8243649103876806,4.450221138804476,3
1.4872318964826199,0.9371421129865884,8.231279000073146,3
1.27146417062689,0.8190788652057618,38.08364218133417,3
0.8996899664421428,0.6177449025358233,31.570207854885336,3
1.2034748567748095,0.835957793103782,11.765082889011058,3
1.319218443282662,1.0369950476434746,7.985010467741328,3
1.9991364598238748,1.2477012738820092,22.153010170269926,3
1.1692616466040509,0.5463325150152644,66.99034077191317,3
1.034303275202393,0.8809410033176943,21.0972946909253,3
0.8515077247709193,0.9508246484989572,42.960146715976464,3
1.276550401088992,0.8366289782415613,4.832906353627785,4
1.5443440621359,1.1392402353725233,8.976679369103358,4
1.258515317256318,0.9814127929018318,5.755111269324436,4
0.5212084368198507,0.649313790242905,3.0168637694645355,4
1.9542820149843925,1.3131121809831734,12.637065441610307,4
0.9806151553026956,0.7196522422108501,6.354997724153964,4
1.8595486967459516,1.4384084868233122,7.8980289714043055,4
1.3165141013280879,0.9755561036038991,130.69273416804495,4
0.7814367272512309,0.5858508181483701,10.600873242144397,4
1.7692712534536088,1.0048444600488875,18.75481419122234,4
1.5513750460937858,1.2472707173786972,10.251890714800236,5
1.77201875206894,1.3173273312648657,10.648393856266283,5
1.157401622978973,0.7091780831703028,3.6365725221603746,5
1.4119745493909195,0.9885625333809405,17.61199753252832,5
1.3851300928890447,1.0962840448053905,4.564572675119305,5
1.5608938149517029,1.1241423786249447,3.1439237020376396,5
1.2486838392277615,0.8787051714009819,6.9896174097447865,5
1.457173339529834,0.9793704671002419,4.234519375809151,5
1.9800926478750935,1.1727021142644196,5.409802484137565,5
2.0812302294265836,1.2957344642045823,23.69293648691271,5
